Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
Saturn,2005,"3,495",24,29,2.2,"147,807",0,,,3.8,41,70,3.7,3.5,3.6,3.9,3.8,3.6
Cadillac,2021,"35,900",18,26,3.6,"22,278",0,4.8,775,4.8,19,94,4.9,4.8,4.8,4.6,4.8,4.7
smart,2013,"7,995",34,38,1,"62,509",0,4.7,170,4.4,62,85,4.1,4.3,4,4.5,4.5,4.5
Mitsubishi,2022,"17,200",25,28,1.5,"43,750",0,4.4,,4.6,9,88,4.6,4.4,4.4,4.6,4.6,4.3
Nissan,2023,"21,333",30,37,1.5,"48,386",0,3.9,124,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Dodge,2005,"9,995",13,16,5.7,"103,505",0,,0,4.4,101,91,4.3,4.4,4.5,4.3,4.6,4.4
Lexus,2014,"24,999",16,24,,"93,725",1,4.6,,5,33,100,5,4.9,4.8,4.8,4.9,5
MINI,2012,"6,999",25,31,1.6,"131,002",1,4.4,184,4.3,74,81,4.4,4.4,4.3,3.9,4.7,4.1
Kia,2021,"23,998",27,37,,"27,299",0,,6,4.5,75,86,4.7,4.7,4.5,4.5,4.7,4.5
Dodge,2011,"14,990",0,0,5.7,"160,767",0,,20,4.7,57,94,4.7,4.8,4.7,4.4,4.8,4.8
Audi,2021,"21,997",23,28,2,"94,014",1,4.5,,4.6,16,93,4.6,4.4,4.7,4.2,4.5,4.7
Jeep,2022,"42,999",,,2,"13,002",0,4.3,587,2.8,10,50,4.2,4.3,3.1,2.4,4.5,3.1
Bentley,2012,"38,999",11,19,6,"38,525",1,4.3,248,4,2,50,4.5,4.5,4.5,3,3.5,4
GMC,2022,"26,473",25,30,1.5,"23,210",1,4.7,238,4,14,71,4.4,4.1,3.9,3.7,4.3,4
Honda,2016,"20,455",20,27,3.5,"85,880",1,,1,4.5,206,86,4.7,4.6,4.5,4.4,4.6,4.5
Buick,2020,"19,495",21,27,2.5,"82,103",0,,23,5,43,100,4.9,4.7,5,4.9,4.9,5
Nissan,2023,"18,999",27,39,2.5,"26,986",0,,1,4.6,7,85,4.4,4.3,4.6,4.4,4.7,4.4
Toyota,2019,"23,471",20,26,3.5,"109,244",0,4.4,129,4.5,370,84,4.8,4.7,4.6,4.5,4.7,4.6
Cadillac,2017,"14,495",18,28,3.6,"108,687",0,,3,4.6,56,89,4.7,4.5,4.6,4.5,4.7,4.6
BMW,2023,"38,955",25,34,2,"12,613",0,,105,2.8,5,40,4.2,3.8,3.6,2.8,4.2,2.8
Mercedes-Benz,2023,"34,221",24,33,2,"21,488",0,4.8,,,,,,,,,,
Jeep,2017,"12,500",24,31,2.4,"73,668",1,,9,4.7,414,93,4.7,4.7,4.5,4.6,4.8,4.7
Hyundai,2018,"14,991",21,27,2.4,"51,297",0,4.6,,4.8,257,96,4.7,4.8,4.6,4.8,4.8,4.8
Jeep,2019,"19,150",22,31,2.4,"60,959",1,4.5,,4.3,166,82,4.6,4.7,4.2,4.3,4.8,4.4
Cadillac,2021,"30,000",22,29,3.6,"29,010",1,4.8,,4.8,19,94,4.9,4.8,4.8,4.6,4.8,4.7
Cadillac,2016,"13,990",17,24,3.6,"92,787",0,,,4.6,80,90,4.6,4.6,4.5,4.3,4.8,4.5
Kia,2022,"31,998",,,,"52,701",0,,1,5,4,100,5,5,5,4,5,5
Toyota,2008,"25,995",13,18,5.7,"179,219",0,4.4,10,4.5,6,83,4.7,4.7,4.3,4,4.3,4.3
Oldsmobile,1986,"19,995",0,0,5,"37,698",0,,2,3,,,4,3,3,5,3,4
Chevrolet,2022,"21,999",25,30,1.5,"39,494",0,,44,4.4,14,78,4.4,4.1,4.3,4.3,4.6,4.1
Nissan,2014,"16,489",12,17,5.6,"93,784",1,,9,4.7,24,91,4.8,4.4,4.8,4.6,4.8,4.7
Dodge,2009,"23,989",0,0,6.7,"113,728",0,2.4,105,4,12,75,4,4.1,4.4,3.9,4,3.9
BMW,2009,"7,700",,,3,"94,491",0,,,4.7,120,95,4.7,4.6,4.8,4.5,4.8,4.4
Chevrolet,2018,"24,500",16,22,5.3,"131,683",1,4.7,478,4.8,93,95,4.8,4.8,4.8,4.5,4.8,4.8
Nissan,2013,"18,000",,,5.6,"128,000",0,,,4.8,6,100,4.5,4.3,4.8,4.7,4.3,5
Subaru,2021,"25,998",26,33,,"40,809",0,,1,4.9,111,99,4.9,4.9,4.9,4.8,4.8,4.9
Jeep,2021,"23,977",22,30,2.4,"24,070",0,4.8,,4.3,54,81,4.5,4.6,4.3,4.3,4.6,4.3
Chevrolet,2004,"9,999",14,18,,"155,445",0,,20,4.6,39,92,4.7,4.5,4.5,4.4,4.5,4.4
Chevrolet,2022,"28,677",25,30,1.5,"17,022",0,,9,4.4,14,78,4.4,4.1,4.3,4.3,4.6,4.1
Chevrolet,2021,"21,882",22,29,3.6,"65,417",0,,12,4.3,44,77,4.6,4.7,4.4,4.2,4.8,4.3
Acura,2023,"28,000",29,36,1.5,"21,690",0,4.9,697,4.1,9,88,4.3,4,4.4,3.9,4.9,4.6
Subaru,2024,"30,639",27,34,2,"7,639",0,4.8,555,4.7,22,95,4.5,4.6,4.5,4.7,4.8,5
Lexus,2019,"31,409",22,33,3.5,"30,418",1,3.3,456,4.4,125,82,4.7,4.6,4.6,4.4,4.7,4.6
Nissan,2022,"18,199",28,37,2,"55,885",0,,1,4.5,12,83,4.4,4.6,4.3,4.4,4.7,4.4
Subaru,2023,"20,593",28,36,2,"32,863",1,4.7,163,4,3,66,4.3,4.3,4,4.3,4.3,4
Kia,2019,"13,495",28,37,1.6,"21,690",0,4.6,23,4.6,48,91,4.5,4.6,4.5,4.5,4.8,4.7
BMW,2022,"41,249",21,26,3,"39,880",0,4.9,295,4.8,4,100,4.5,5,5,4.2,5,4.8
Lexus,2002,"13,888",18,23,4.3,"98,060",0,5,276,4.8,66,95,4.8,4.8,4.7,4.7,4.8,4.8
Honda,2014,"14,900",19,28,3.5,"66,604",1,1.9,32,4.9,26,96,4.8,4.8,5,4.6,4.7,4.8
Pontiac,1967,"19,995",0,0,400,"5,236",,,1,,,,,,,,,
Kia,2021,"22,000",27,37,1.6,"60,184",0,,127,4.5,75,86,4.7,4.7,4.5,4.5,4.7,4.5
Ford,2022,"40,411",15,24,5,"4,608",0,,4,5,3,100,4,4,5,4,5,4.7
BMW,1996,"13,500",,,,"37,010",0,,,4.4,13,100,4.2,4.1,4.4,4.5,4.8,4.8
INFINITI,2014,"15,995",14,20,5.6,"143,703",1,,,4.6,35,97,4.9,4.8,4.7,4.3,4.7,4.6
Nissan,2021,"16,970",25,32,2,"62,108",0,,177,4.8,17,94,4.8,4.8,4.7,4.7,4.9,4.9
RAM,2016,"20,998",15,21,5.7,"82,990",0,,78,4.5,311,88,4.7,4.6,4.6,4.4,4.7,4.5
Maserati,2018,"25,900",14,20,3,"65,500",0,,25,4.5,20,80,4.6,4.8,4.5,4,4.9,4.4
BMW,2022,"32,190",21,28,2,"44,423",0,4.8,136,4,3,66,4.3,4.3,4.7,4,4.3,4
Jeep,2021,"16,999",22,31,2.4,"55,423",0,3.9,,4.3,54,81,4.5,4.6,4.3,4.3,4.6,4.3
Chevrolet,1996,"7,500",0,0,6.5,"246,893",0,4.8,,4.7,3,100,4.3,3.3,4.3,4.7,4.7,4
Lexus,2021,"37,931",19,26,3.5,"30,789",0,4.4,297,4.6,8,87,4.5,4.5,4.8,4.5,4.8,4.8
Subaru,2023,"27,681",27,34,2.5,"34,834",0,4.8,555,3.6,15,66,3.6,3.6,3.5,3.5,3.6,3.7
BMW,2015,"12,999",16,25,4.4,"138,014",1,4.1,36,5,7,100,4.9,4.9,5,4.3,4.7,4.6
Ford,1997,"11,995",,,5.4,"51,669",0,,6,,,,,,,,,
Hyundai,2022,"34,700",21,28,2.5,"11,149",0,,20,4.1,13,69,4.5,4.7,4.1,4.3,4.5,3.8
GMC,2022,"44,998",15,19,,"30,599",0,,2,1,,,4,1,4,2,4,1
INFINITI,2021,"36,586",14,20,5.6,"64,479",0,3.9,313,4.5,2,100,4.5,4,4.5,3.5,4.5,4.5
Volvo,2013,"17,988",19,28,2.5,"84,695",1,,53,4.8,21,95,4.7,4.7,4.4,4.7,4.9,4.8
Ford,2023,"25,439",27,34,1.5,"12,546",1,4.7,158,4.1,9,77,4.6,4.6,4.4,4.2,4.7,4.3
Kia,2024,"28,995",23,26,2.5,"10,722",0,4.6,14,4.9,10,100,5,5,4.8,4.9,4.9,5
Genesis,2021,"23,000",22,30,2,"57,924",0,3.8,,4.6,8,100,4.5,5,4.5,4.6,4.9,4.5
RAM,2014,"13,980",,,3.6,"146,238",1,,2,2.1,22,13,2.7,3,2.5,2.2,2.6,1.7
Audi,2018,"23,000",24,34,2,"52,791",0,4.9,,4.8,83,96,4.8,4.9,4.8,4.6,4.8,4.7
Ford,2022,"27,990",0,0,2,"68,677",0,,5,1,,,1,1,1,1,1,1
Ford,2021,"34,995",18,22,2.7,"62,441",1,4.6,188,4.5,12,91,4.5,4.2,4.8,4.8,4.5,4.6
Hyundai,2016,"15,995",27,33,1.6,"41,003",0,4,86,4.5,115,88,4.4,4.6,4.3,4.6,4.8,4.6
Chrysler,2007,"9,595",0,0,5.7,"110,697",1,,12,4.5,47,95,4.6,4.4,4.5,4.4,4.6,4.4
Jeep,2015,"17,500",17,21,,"107,360",1,4.9,13,4.8,95,95,4.3,4.5,4.7,4.5,4.8,4.6
Nissan,2024,"22,900",30,40,2,"12,751",0,,26,4.6,5,80,5,5,4.6,4.6,5,4.6
Hyundai,2023,"33,908",21,28,,"21,608",0,4.5,155,4.5,15,93,4.9,4.9,4.5,4.6,4.7,4.5
Ford,2023,"36,799",,,3.5,"44,292",1,4.9,143,,,,,,,,,
Ford,2021,"16,602",23,29,2,"50,346",0,4.5,857,4,21,66,4,4.1,3.9,3.8,4.1,4
BMW,2018,"29,988",21,32,3,"59,169",1,4.5,,4.9,17,100,4.8,4.8,5,4.6,4.9,4.8
Toyota,2022,"27,991",27,35,2.5,"36,804",1,4.4,221,4.6,11,81,4.3,4.4,4.2,4.2,4.7,4.5
Audi,2018,"31,979",21,30,3,"46,496",1,4.7,,4.6,42,83,4.8,4.9,4.6,4.4,4.7,4.8
Chevrolet,2020,"21,995",18,27,3.6,"56,398",0,,226,4.7,120,90,4.8,4.8,4.7,4.6,4.9,4.6
Nissan,2017,"13,950",24,26,2,"81,498",0,4,21,4.2,16,68,4.1,3.8,3.8,4.2,4.1,4.2
Lexus,2013,"30,540",,,5.7,"124,500",1,,,4.9,16,100,4.9,4.7,4.5,4.6,4.8,5
Subaru,2022,"27,989",26,33,2.5,"18,545",0,4,247,3.9,38,63,4.4,4.1,4.1,4.1,4.3,4.1
Jeep,2021,"30,800",18,25,3.6,"48,240",0,4.5,,4.1,15,66,4.3,4.7,4.1,4.3,4.6,4
Ford,2010,"3,795",0,0,4.6,"339,366",1,1.8,209,4.4,11,90,4.2,4.2,4.2,4.2,4,4.3
Chevrolet,2022,"41,420",,,5.3,"23,647",0,4.1,,,,,,,,,,
Dodge,2023,"39,776",15,23,5.7,"1,018",0,4.4,,5,9,100,5,4.8,5,5,5,5
Hyundai,2020,"31,477",19,24,3.8,"47,664",0,4.8,457,4.6,221,87,4.8,4.8,4.5,4.5,4.7,4.6
Nissan,2014,"7,999",22,27,2.5,"119,374",1,,4,4.6,58,94,4.6,4.4,4.5,4.4,4.6,4.6
Chevrolet,2021,"36,516",19,22,5.3,"59,286",1,4.8,75,4.3,84,77,4.6,4.5,4.4,4.1,4.6,4.1
GMC,2024,"39,690",23,28,1.5,"12,330",0,4.3,,5,7,100,4.7,5,5,4.9,5,5
Ford,2022,"25,642",,,2.5,"41,073",0,4.8,,4.8,5,100,5,4.6,4.6,4.6,4.8,5
Ford,2020,"16,234",23,29,2,"44,817",0,,12,4.5,73,86,4.5,4.6,4.3,4.4,4.6,4.6
Jaguar,2008,"14,995",16,25,4.2,"97,470",1,,0,5,5,100,5,5,5,5,5,4.8
Kia,2020,"25,695",20,28,3.3,"64,548",0,,18,5,,,5,5,5,5,5,5
Mazda,2024,"29,435",22,30,2.5,"4,131",0,4.6,332,,,,,,,,,
Mercedes-Benz,2006,"11,200",19,25,3.5,"70,101",0,4.6,792,4.5,42,95,4.1,4.3,4.6,4.4,4.8,4.6
Chevrolet,2020,"38,900",,,6.6,"117,679",0,,1,4.5,23,82,4.5,4.3,4.6,4.4,4.5,4.5
GMC,2022,"29,442",,,4.3,"31,684",0,4.3,,,,,,,,,,
Volvo,2018,"22,900",0,0,2,"75,505",0,4.6,96,4.8,16,93,4.8,4.8,4.6,4.3,4.9,4.8
Hyundai,2022,"18,599",,,1.6,"60,889",0,4.9,,4.5,15,93,4.3,4.6,4.5,4.6,4.7,4.6
BMW,2021,"40,489",23,31,3,"35,545",0,4.2,545,5,3,100,5,5,5,5,5,5
Toyota,2022,"36,751",41,38,2.5,"12,537",0,4.2,,4.9,14,100,4.6,4.6,4.9,4.7,4.7,5
Volkswagen,2024,"32,500",24,33,2,"6,712",0,,8,,,,,,,,,
Volvo,2009,"6,000",15,23,3.2,"180,082",0,,45,5,10,100,5,4.8,5,4.8,4.7,4.7
Chevrolet,2024,"35,988",22,27,2,"1,477",0,4.1,79,4.7,3,100,5,4.7,5,4.3,5,5
Ford,2018,"22,490",0,0,3.5,"142,676",0,4.3,99,4.1,9,77,4.2,4.1,4.2,4.4,4.1,4.1
Chrysler,2017,"17,600",19,30,3.6,"49,578",1,4.4,763,4.6,70,92,4.8,4.7,4.7,4.6,4.7,4.6
Kia,2022,"30,238",20,26,,"51,688",0,4.8,612,4.4,14,71,4.7,4.7,4.4,4.4,4.7,4.1
Alfa,2017,"15,999",23,31,2,"90,145",1,,106,4.7,99,92,4.6,4.7,4.9,4.5,5,4.4
Nissan,2020,"21,000",28,39,2.5,"61,776",0,4.5,944,4.6,97,88,4.7,4.6,4.5,4.5,4.7,4.7
Ford,2021,"23,990",21,29,2,"51,735",0,,59,4.4,14,92,4.7,4.5,4.4,4.4,4.7,4.6
Toyota,2017,"18,800",17,20,4,"210,560",1,,9,4.8,155,96,4.8,4.6,4.7,4.7,4.9,4.9
Dodge,2013,"3,495",24,34,2,"161,929",1,,,4,237,74,4.3,4.4,3.9,4,4.4,3.8
Toyota,2023,"35,911",18,22,3.5,"14,101",0,4.7,549,4.4,12,91,4.3,4.4,3.9,4.1,4.8,4.6
Mazda,2005,"3,999",20,25,3,"145,918",1,,5,4.4,27,85,4.4,4.1,4.1,4.3,4.4,4.6
Volvo,2024,"37,889",22,28,2,"37,177",0,5,8,,,,,,,,,
Ford,2019,"12,785",27,37,1.6,"50,652",0,4.3,,4.7,77,89,4.5,4.5,4.5,4.6,4.5,4.8
Chevrolet,1996,"24,995",18,26,5.7,"87,054",1,5,957,,,,,,,,,
Land,2020,"38,527",19,24,,"78,190",0,,8,4.5,13,92,4.6,4.8,4.7,3.9,4.8,4.4
Honda,2016,"15,777",27,32,1.8,"95,957",0,,19,4.5,157,84,4.4,4.4,4.2,4.5,4.6,4.7
MINI,2022,"21,811",26,33,1.5,"60,081",0,3.2,136,3,,,1,4,3,2,4,4
Kia,2024,"27,795",23,26,2.5,"11,399",0,,8,4.9,10,100,5,5,4.8,4.9,4.9,5
Toyota,2022,"23,990",28,39,2.5,"73,379",0,3.2,114,5,5,100,5,5,5,4.8,5,5
Ford,2021,"30,699",19,19,2.3,"48,134",1,,5,4.7,34,91,4.8,4.6,4.9,4.7,4.8,4.7
BMW,2023,"38,995",25,33,2,"11,389",1,4.9,890,,,,,,,,,
Nissan,2023,"22,290",30,37,1.5,"43,812",0,4.5,162,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Honda,2020,"16,633",33,40,1.5,"51,056",1,3.6,547,4.7,32,93,4.7,4.6,4.6,4.7,4.5,4.7
Buick,2023,"25,980",26,29,1.3,"3,818",0,4.3,104,3.9,7,71,4,4,4.1,4,4.3,3.7
Toyota,2016,"13,990",53,46,1.5,"101,043",1,4.6,320,4.8,31,100,4.6,4.5,4.7,4.8,4.7,4.9
Toyota,2018,"16,384",28,39,2.5,"118,108",0,4.6,361,4.7,787,90,4.7,4.6,4.6,4.6,4.8,4.8
Nissan,2019,"16,790",25,32,2.5,"77,125",1,4.4,249,4.6,269,90,4.7,4.7,4.5,4.5,4.7,4.6
BMW,2023,"41,998",,,,"47,346",0,,7,,,,,,,,,
Jeep,2021,"35,730",16,22,3,"31,686",0,,2,4.9,59,98,4.8,4.9,4.9,4.6,4.9,4.9
Ford,2015,"10,495",27,40,2,"82,199",1,4.3,115,3.9,176,73,4.2,4.2,3.8,3.9,4.4,3.8
Jaguar,1994,"44,900",12,16,6,"45,465",0,3.9,26,4.9,8,100,5,4.6,4.7,4.9,4.7,4.7
Jeep,2020,"35,991",17,23,3.6,"61,561",0,4.9,851,4.8,80,96,4.7,4.8,4.8,4.4,4.9,4.7
Kia,2019,"20,998",21,30,,"53,769",1,,2,4.7,155,90,4.8,4.8,4.6,4.6,4.8,4.7
Genesis,2020,"30,995",17,26,,"35,195",0,,466,4.6,18,88,4.6,4.6,4.7,4.5,4.6,4.6
Toyota,2022,"26,999",22,32,3.5,"56,043",0,4.5,,4.8,4,75,5,4.8,5,4.5,4.8,4.2
Hyundai,2020,"19,533",21,26,2.4,"29,424",0,4.9,92,4.7,174,92,4.7,4.7,4.7,4.7,4.8,4.7
Nissan,2023,"38,989",15,21,5.6,"23,772",0,,0,4.8,4,100,5,4.8,4.5,4.8,5,4.8
INFINITI,2007,"5,900",,,3.5,"216,000",0,,,4.6,42,92,4.6,4.7,4.5,4.4,4.4,4.6
Ford,2014,"10,495",26,36,2,"103,921",0,4.5,100,3.7,430,64,4,4.1,3.6,3.7,4.2,3.6
BMW,2022,"41,198",21,28,2,"14,638",1,,29,,,,,,,,,
Ford,2018,"19,825",16,22,3.5,"85,295",0,4,107,4.8,268,97,4.9,4.8,4.8,4.6,4.8,4.8
Mazda,2021,"23,500",20,26,2.5,"43,480",1,3.9,632,4.7,18,94,4.8,4.8,4.8,4.7,4.9,4.9
Kia,2024,"18,977",28,39,2,"13,215",0,4,102,5,2,100,5,5,5,5,5,5
Chrysler,2020,"26,618",19,28,3.6,"53,633",0,4.7,274,4.6,67,89,4.9,4.8,4.5,4.5,4.8,4.5
Mercedes-Benz,2015,"15,997",18,25,3.5,"75,543",0,,4,4.7,78,93,4.7,4.7,4.8,4.6,4.7,4.7
Ford,2019,"10,089",27,35,1.6,"83,859",0,,10,4.7,77,89,4.5,4.5,4.5,4.6,4.5,4.8
Ford,2019,"18,500",20,31,2.3,"36,629",1,,2,4.8,158,96,4.7,4.7,4.8,4.7,4.9,4.6
Genesis,2024,"39,999",,,,"4,689",0,3.9,290,,,,,,,,,
Chevrolet,2021,"17,988",25,30,1.5,"64,970",1,,13,4.7,74,94,4.8,4.7,4.6,4.6,4.8,4.6
Subaru,2020,"22,537",20,26,2.4,"74,149",1,4.2,,4.7,86,93,4.8,4.8,4.7,4.7,4.8,4.7
Jeep,2023,"23,255",24,32,2,"13,147",0,4.5,620,4.8,9,100,4.9,4.8,4.6,4.3,5,4.9
Buick,2013,"6,995",16,22,3.6,"199,252",1,4.8,61,4.7,55,92,4.9,4.8,4.7,4.5,4.7,4.5
RAM,2021,"29,997",0,0,3.6,"56,458",1,4.9,17,,,,,,,,,
Scion,2012,"9,995",22,28,2.4,"155,489",0,3.9,137,4.7,52,100,4.6,4.6,4.5,4.8,4.7,4.9
Lincoln,2009,"9,995",16,23,3.7,"63,148",0,4.6,350,4.4,43,88,4.7,4.4,4.4,4.3,4.5,4.6
Honda,2018,"17,428",28,0,1.5,"103,665",1,4.7,590,4.7,,92,4.8,4.7,4.7,4.6,4.7,4.7
Honda,2017,"20,998",19,27,,"88,831",0,,6,4.7,289,90,4.8,4.7,4.6,4.6,4.7,4.7
Nissan,2022,"27,750",16,21,5.6,"47,884",0,4.7,,2.3,6,33,4.2,3.7,2.5,2.5,3.7,2.3
Ford,2021,"25,998",21,28,,"28,306",0,,6,4.4,14,92,4.7,4.5,4.4,4.4,4.7,4.6
Jeep,2016,"20,999",20,20,3.6,"96,779",1,,26,4.7,161,95,4.3,4.5,4.5,4.3,4.7,4.7
Mercedes-Benz,2019,"27,400",17,23,3,"58,910",0,4.2,,4.5,11,81,4.7,4.7,4.7,4.5,4.7,4.4
Lexus,2007,"8,998",19,26,3.5,"189,630",0,4.8,12,4.6,52,86,4.6,4.7,4.7,4.5,4.8,4.5
Chevrolet,2004,"17,990",19,28,5.7,"104,952",1,,4,4.8,91,97,4.6,4.3,4.9,4.9,4.8,4.7
Tesla,2012,"16,995",,,,"118,587",0,,,4.6,16,75,4.8,4.4,4.6,3.9,4.8,4.6
Kia,2018,"13,095",25,36,2.4,"122,357",0,,0,4.9,327,98,4.9,4.8,4.8,4.8,4.9,4.9
Lexus,2017,"21,990",22,32,2,"51,946",1,,1,4.7,30,93,4.7,4.6,4.6,4.5,4.8,4.7
Mitsubishi,2021,"15,998",24,30,2,"63,536",0,4.8,342,5,18,100,4.8,4.7,4.8,4.9,4.9,5
BMW,2015,"8,000",23,35,2,"188,107",1,,4,4.6,35,91,4.6,4.5,4.5,4.5,4.8,4.5
Chevrolet,2020,"18,488",29,36,1.5,"19,524",0,4.8,883,4.7,57,94,4.7,4.8,4.8,4.7,4.8,4.8
Mercury,2003,"26,000",17,23,4.6,"67,733",0,2.2,283,4.8,23,95,4.8,4.6,4.9,4.6,4.6,4.8
Land,2020,"26,995",21,27,2,"68,079",1,4.9,203,4.1,14,71,4.3,4.5,4.1,3.9,4.9,4.2
GMC,2022,"19,999",,,4.3,"130,923",1,4.9,,,,,,,,,,
Lexus,2018,"25,000",19,26,3.5,"85,556",0,4.8,835,4.5,31,87,4.7,4.7,4.5,4.5,4.6,4.6
Chevrolet,2022,"18,500",26,30,1.3,"66,270",0,5,9,3.4,5,40,3.8,4.4,4.4,3.6,4.2,4
Cadillac,2018,"30,630",14,23,6.2,"112,892",1,4.2,468,4.9,12,100,5,5,5,4.9,5,4.9
Acura,2020,"32,200",26,27,3,"54,621",0,4.8,499,5,,,5,5,5,5,4,5
Ford,2017,"43,900",,,6.7,"117,137",1,,4,4.8,91,93,4.8,4.8,4.9,4.5,4.9,4.8
Mitsubishi,2024,"28,600",24,30,2.5,"5,693",1,4.9,,4.4,5,80,4.4,4.6,4.4,4.4,5,4.6
Nissan,2022,"13,458",32,40,1.6,"76,540",0,4.3,,5,2,100,5,5,4.5,5,5,5
Nissan,2005,"15,795",20,26,3.5,"70,229",0,,18,4.7,58,94,4.3,4.4,4.9,4.8,4.9,4.8
Mitsubishi,2022,"25,824",24,31,2.5,"21,239",1,4.5,68,3.6,43,60,4,4.1,3.5,3.7,4.1,3.6
Porsche,2003,"22,495",18,26,3.2,"39,992",0,4.2,601,4.7,33,97,4.3,4.3,4.8,4.7,4.8,4.6
Chevrolet,2018,"26,881",17,24,3.6,"77,092",0,,107,4.6,251,87,4.6,4.5,4.6,4.4,4.8,4.6
Acura,2021,"23,205",24,34,2.4,"42,116",1,4.8,610,5,3,100,4.7,4.7,5,5,4.7,5
Kia,2023,"19,995",28,0,2,"28,750",0,,5,4,23,78,3.9,4,4,4,4.2,4
Acura,2024,"29,000",29,36,1.5,"19,947",0,4.3,84,4.1,8,75,3.9,3.8,4.8,3.9,4.6,4.6
Toyota,2010,"9,500",51,48,1.8,"148,492",0,2.8,423,4.7,298,95,4.4,4.5,4.4,4.6,4.4,4.8
Lincoln,2021,"30,589",21,29,2,"37,180",0,,91,4.5,10,80,4.5,4.4,4.8,4.6,4.9,4.8
Nissan,2019,"17,995",27,37,2.5,"77,782",1,,13,4.7,155,91,4.7,4.7,4.6,4.6,4.8,4.7
Pontiac,2009,"7,500",,,2.4,"82,646",0,,2,4.4,59,89,4.4,4.3,4.4,4.4,4.5,4.4
Ford,2015,"8,251",22,34,1.5,"141,199",0,4.8,355,4.5,183,89,4.6,4.5,4.4,4.4,4.7,4.4
Kia,2024,"30,493",,,,"3,036",0,4.3,,,,,,,,,,
Hyundai,2022,"16,995",33,41,1.6,"19,821",1,4.5,199,4.3,6,100,4.2,4,4.5,4.3,4.3,4.5
Volkswagen,2017,"13,480",22,30,1.8,"77,094",0,,7,4.6,26,96,4.5,4.4,4.6,4.7,4.4,4.4
Lexus,2018,"25,990",40,39,2.5,"74,701",0,,48,4.9,14,100,4.9,4.9,4.6,4.6,4.6,4.9
Subaru,2021,"26,788",27,34,2.5,"27,245",0,4.7,126,4.9,84,95,4.9,4.8,4.8,4.8,4.8,4.8
Chevrolet,2017,"31,996",0,0,6.6,"212,035",0,4.7,353,4.6,47,91,4.7,4.5,4.7,4.4,4.6,4.6
Honda,2023,"32,995",40,34,2,"22,788",1,,11,4.6,17,94,4.6,4.5,4.2,4.3,4.7,4.6
Hyundai,2023,"30,995",,,2.5,"21,015",0,,26,4.5,11,81,4.6,4.7,4.1,4.3,4.6,4.4
Mercedes-Benz,2020,"23,931",20,24,2,"70,154",0,4.8,,4,,,4,4,5,4,4,4
GMC,2024,"35,965",23,28,1.5,"16,374",0,4.8,571,5,7,100,4.7,5,5,4.9,5,5
Volvo,2017,"13,498",22,30,2,"92,065",1,3.9,52,5,,,5,4,4,4,5,4
Toyota,2022,"27,750",0,0,1.8,"25,934",1,4.6,,4.5,2,100,4,4,3,4.5,4,5
Volkswagen,2022,"26,450",,,2,"46,399",0,4.9,,,,,,,,,,
Chevrolet,2016,"10,995",27,37,1.5,"106,675",1,,,4.3,185,83,4.5,4.5,4.2,4.2,4.6,4.2
INFINITI,2009,"7,495",12,17,5.6,"169,857",0,2.3,92,4.4,5,100,4.4,4.8,4.8,4.4,4.4,4.8
Lexus,2002,"14,295",18,21,4.3,"96,000",1,,1,4.8,66,95,4.8,4.8,4.7,4.7,4.8,4.8
Jeep,2021,"17,490",22,31,2.4,"56,675",0,4.9,,4.3,54,81,4.5,4.6,4.3,4.3,4.6,4.3
Jeep,2021,"17,478",22,31,2.4,"55,019",1,,0,4.3,54,81,4.5,4.6,4.3,4.3,4.6,4.3
Ford,2021,"27,995",21,28,2,"12,532",0,,3,4.4,14,92,4.7,4.5,4.4,4.4,4.7,4.6
Chevrolet,2022,"37,595",17,24,3.6,"20,426",0,,26,4.2,14,85,4.4,4.4,4.1,4.3,4.9,4.4
Jeep,2019,"18,995",18,25,3.6,"94,706",0,,44,4.8,227,96,4.9,4.9,4.8,4.6,4.9,4.8
Chrysler,2006,"12,500",17,25,3.2,"29,902",1,3.1,38,4.8,33,97,4.2,4.3,4.8,4.6,4.8,4.7
GMC,2011,"10,900",15,21,5.3,"183,076",0,4.3,182,4.8,25,96,4.9,4.7,4.7,4.8,4.8,4.8
Kia,2016,"10,989",27,37,1.6,"108,634",0,4.3,,4.6,66,90,4.4,4.6,4.5,4.6,4.6,4.8
Subaru,2022,"33,849",22,26,2.4,"35,372",0,4.7,,3.9,38,63,4.4,4.1,4.1,4.1,4.3,4.1
Ford,2021,"25,204",25,28,1.5,"16,700",0,3.9,987,4.5,72,87,4.6,4.6,4.5,4.5,4.7,4.6
GMC,2016,"9,995",17,24,3.6,"106,037",1,,,4.5,95,91,4.6,4.6,4.4,4.5,4.7,4.6
Alfa,2022,"33,489",22,28,2,"36,430",0,4.6,,5,,,5,5,5,5,5,5
Chevrolet,2024,"32,555",22,27,2,"24,803",0,5,563,4.7,3,100,5,4.7,5,4.3,5,5
